DISTRICT_ID,DISTRICT_NAME,WIKIDATA_DISTRICT,NEIGHBOURHOOD_ID,NEIGHBOURHOOD_NAME,WIKIDATA_NEIGHBOURHOOD
1,Centro,http://www.wikidata.org/entity/Q1763376,16,Sol,http://www.wikidata.org/entity/Q2465181
1,Centro,http://www.wikidata.org/entity/Q1763376,16,Sol,http://www.wikidata.org/entity/Q2465181
1,Centro,http://www.wikidata.org/entity/Q1763376,15,Universidad,http://www.wikidata.org/entity/Q10387767
7,Chamberí,http://www.wikidata.org/entity/Q1763370,72,Arapiles,http://www.wikidata.org/entity/Q10856744
1,Centro,http://www.wikidata.org/entity/Q1763376,15,Universidad,http://www.wikidata.org/entity/Q10387767
1,Centro,http://www.wikidata.org/entity/Q1763376,14,Justicia,http://www.wikidata.org/entity/Q1992319
1,Centro,http://www.wikidata.org/entity/Q1763376,14,Justicia,http://www.wikidata.org/entity/Q1992319
1,Centro,http://www.wikidata.org/entity/Q1763376,14,Justicia,http://www.wikidata.org/entity/Q1992319
7,Chamberí,http://www.wikidata.org/entity/Q1763370,74,Almagro,http://www.wikidata.org/entity/Q10954432
1,Centro,http://www.wikidata.org/entity/Q1763376,11,Palacio,http://www.wikidata.org/entity/Q2136510
1,Centro,http://www.wikidata.org/entity/Q1763376,14,Justicia,http://www.wikidata.org/entity/Q1992319
1,Centro,http://www.wikidata.org/entity/Q1763376,15,Universidad,http://www.wikidata.org/entity/Q10387767
1,Centro,http://www.wikidata.org/entity/Q1763376,15,Universidad,http://www.wikidata.org/entity/Q10387767
1,Centro,http://www.wikidata.org/entity/Q1763376,15,Universidad,http://www.wikidata.org/entity/Q10387767
9,Moncloa-Aravaca,http://www.wikidata.org/entity/Q2017682,92,Argüelles,http://www.wikidata.org/entity/Q64874
1,Centro,http://www.wikidata.org/entity/Q1763376,15,Universidad,http://www.wikidata.org/entity/Q10387767
1,Centro,http://www.wikidata.org/entity/Q1763376,15,Universidad,http://www.wikidata.org/entity/Q10387767
1,Centro,http://www.wikidata.org/entity/Q1763376,15,Universidad,http://www.wikidata.org/entity/Q10387767
1,Centro,http://www.wikidata.org/entity/Q1763376,14,Justicia,http://www.wikidata.org/entity/Q1992319
1,Centro,http://www.wikidata.org/entity/Q1763376,14,Justicia,http://www.wikidata.org/entity/Q1992319
1,Centro,http://www.wikidata.org/entity/Q1763376,14,Justicia,http://www.wikidata.org/entity/Q1992319
1,Centro,http://www.wikidata.org/entity/Q1763376,16,Sol,http://www.wikidata.org/entity/Q2465181
1,Centro,http://www.wikidata.org/entity/Q1763376,11,Palacio,http://www.wikidata.org/entity/Q2136510
1,Centro,http://www.wikidata.org/entity/Q1763376,11,Palacio,http://www.wikidata.org/entity/Q2136510
1,Centro,http://www.wikidata.org/entity/Q1763376,16,Sol,http://www.wikidata.org/entity/Q2465181
1,Centro,http://www.wikidata.org/entity/Q1763376,16,Sol,http://www.wikidata.org/entity/Q2465181
1,Centro,http://www.wikidata.org/entity/Q1763376,14,Justicia,http://www.wikidata.org/entity/Q1992319
1,Centro,http://www.wikidata.org/entity/Q1763376,13,Cortes,http://www.wikidata.org/entity/Q2535637
1,Centro,http://www.wikidata.org/entity/Q1763376,13,Cortes,http://www.wikidata.org/entity/Q2535637
1,Centro,http://www.wikidata.org/entity/Q1763376,13,Cortes,http://www.wikidata.org/entity/Q2535637
1,Centro,http://www.wikidata.org/entity/Q1763376,11,Palacio,http://www.wikidata.org/entity/Q2136510
1,Centro,http://www.wikidata.org/entity/Q1763376,16,Sol,http://www.wikidata.org/entity/Q2465181
1,Centro,http://www.wikidata.org/entity/Q1763376,16,Sol,http://www.wikidata.org/entity/Q2465181
1,Centro,http://www.wikidata.org/entity/Q1763376,16,Sol,http://www.wikidata.org/entity/Q2465181
1,Centro,http://www.wikidata.org/entity/Q1763376,13,Cortes,http://www.wikidata.org/entity/Q2535637
1,Centro,http://www.wikidata.org/entity/Q1763376,11,Palacio,http://www.wikidata.org/entity/Q2136510
1,Centro,http://www.wikidata.org/entity/Q1763376,11,Palacio,http://www.wikidata.org/entity/Q2136510
1,Centro,http://www.wikidata.org/entity/Q1763376,11,Palacio,http://www.wikidata.org/entity/Q2136510
1,Centro,http://www.wikidata.org/entity/Q1763376,11,Palacio,http://www.wikidata.org/entity/Q2136510
1,Centro,http://www.wikidata.org/entity/Q1763376,11,Palacio,http://www.wikidata.org/entity/Q2136510
1,Centro,http://www.wikidata.org/entity/Q1763376,12,Embajadores,http://www.wikidata.org/entity/Q2449844
1,Centro,http://www.wikidata.org/entity/Q1763376,12,Embajadores,http://www.wikidata.org/entity/Q2449844
1,Centro,http://www.wikidata.org/entity/Q1763376,12,Embajadores,http://www.wikidata.org/entity/Q2449844
1,Centro,http://www.wikidata.org/entity/Q1763376,12,Embajadores,http://www.wikidata.org/entity/Q2449844
1,Centro,http://www.wikidata.org/entity/Q1763376,12,Embajadores,http://www.wikidata.org/entity/Q2449844
1,Centro,http://www.wikidata.org/entity/Q1763376,12,Embajadores,http://www.wikidata.org/entity/Q2449844
2,Arganzuela,http://www.wikidata.org/entity/Q2000929,22,Las Acacias,http://www.wikidata.org/entity/Q3319190
2,Arganzuela,http://www.wikidata.org/entity/Q2000929,22,Las Acacias,http://www.wikidata.org/entity/Q3319190
1,Centro,http://www.wikidata.org/entity/Q1763376,12,Embajadores,http://www.wikidata.org/entity/Q2449844
1,Centro,http://www.wikidata.org/entity/Q1763376,12,Embajadores,http://www.wikidata.org/entity/Q2449844
1,Centro,http://www.wikidata.org/entity/Q1763376,12,Embajadores,http://www.wikidata.org/entity/Q2449844
1,Centro,http://www.wikidata.org/entity/Q1763376,12,Embajadores,http://www.wikidata.org/entity/Q2449844
1,Centro,http://www.wikidata.org/entity/Q1763376,13,Cortes,http://www.wikidata.org/entity/Q2535637
1,Centro,http://www.wikidata.org/entity/Q1763376,12,Embajadores,http://www.wikidata.org/entity/Q2449844
1,Centro,http://www.wikidata.org/entity/Q1763376,14,Justicia,http://www.wikidata.org/entity/Q1992319
1,Centro,http://www.wikidata.org/entity/Q1763376,15,Universidad,http://www.wikidata.org/entity/Q10387767
1,Centro,http://www.wikidata.org/entity/Q1763376,16,Sol,http://www.wikidata.org/entity/Q2465181
1,Centro,http://www.wikidata.org/entity/Q1763376,15,Universidad,http://www.wikidata.org/entity/Q10387767
1,Centro,http://www.wikidata.org/entity/Q1763376,14,Justicia,http://www.wikidata.org/entity/Q1992319
1,Centro,http://www.wikidata.org/entity/Q1763376,15,Universidad,http://www.wikidata.org/entity/Q10387767
3,Retiro,http://www.wikidata.org/entity/Q2002296,35,Jerónimos,http://www.wikidata.org/entity/Q10306766
3,Retiro,http://www.wikidata.org/entity/Q2002296,34,Ibiza,http://www.wikidata.org/entity/Q15249910
3,Retiro,http://www.wikidata.org/entity/Q2002296,34,Ibiza,http://www.wikidata.org/entity/Q15249910
3,Retiro,http://www.wikidata.org/entity/Q2002296,34,Ibiza,http://www.wikidata.org/entity/Q15249910
3,Retiro,http://www.wikidata.org/entity/Q2002296,35,Jerónimos,http://www.wikidata.org/entity/Q10306766
1,Centro,http://www.wikidata.org/entity/Q1763376,13,Cortes,http://www.wikidata.org/entity/Q2535637
3,Retiro,http://www.wikidata.org/entity/Q2002296,35,Jerónimos,http://www.wikidata.org/entity/Q10306766
3,Retiro,http://www.wikidata.org/entity/Q2002296,35,Jerónimos,http://www.wikidata.org/entity/Q10306766
3,Retiro,http://www.wikidata.org/entity/Q2002296,35,Jerónimos,http://www.wikidata.org/entity/Q10306766
3,Retiro,http://www.wikidata.org/entity/Q2002296,36,Niño Jesús,http://www.wikidata.org/entity/Q3773746
3,Retiro,http://www.wikidata.org/entity/Q2002296,36,Niño Jesús,http://www.wikidata.org/entity/Q3773746
3,Retiro,http://www.wikidata.org/entity/Q2002296,33,Estrella,http://www.wikidata.org/entity/Q3773738
3,Retiro,http://www.wikidata.org/entity/Q2002296,35,Jerónimos,http://www.wikidata.org/entity/Q10306766
3,Retiro,http://www.wikidata.org/entity/Q2002296,35,Jerónimos,http://www.wikidata.org/entity/Q10306766
3,Retiro,http://www.wikidata.org/entity/Q2002296,36,Niño Jesús,http://www.wikidata.org/entity/Q3773746
3,Retiro,http://www.wikidata.org/entity/Q2002296,31,Pacífico,http://www.wikidata.org/entity/Q3773753
3,Retiro,http://www.wikidata.org/entity/Q2002296,32,Adelfas,http://www.wikidata.org/entity/Q3774001
3,Retiro,http://www.wikidata.org/entity/Q2002296,31,Pacífico,http://www.wikidata.org/entity/Q3773753
2,Arganzuela,http://www.wikidata.org/entity/Q2000929,27,Atocha,http://www.wikidata.org/entity/Q3814594
2,Arganzuela,http://www.wikidata.org/entity/Q2000929,27,Atocha,http://www.wikidata.org/entity/Q3814594
3,Retiro,http://www.wikidata.org/entity/Q2002296,35,Jerónimos,http://www.wikidata.org/entity/Q10306766
3,Retiro,http://www.wikidata.org/entity/Q2002296,33,Estrella,http://www.wikidata.org/entity/Q3773738
3,Retiro,http://www.wikidata.org/entity/Q2002296,36,Niño Jesús,http://www.wikidata.org/entity/Q3773746
3,Retiro,http://www.wikidata.org/entity/Q2002296,32,Adelfas,http://www.wikidata.org/entity/Q3774001
3,Retiro,http://www.wikidata.org/entity/Q2002296,35,Jerónimos,http://www.wikidata.org/entity/Q10306766
1,Centro,http://www.wikidata.org/entity/Q1763376,13,Cortes,http://www.wikidata.org/entity/Q2535637
